Task Report     Date: 05/10/2022 16:05:41
"Task: 00.00 Supertask    Description: Supertask to run whole system    Is Parallel: N"
Statistical Activity: Inventories Local    Mode: INT23

Order,Level,Name,Description,Parent Task,Kind,Exclude,Parallel,Line Run,Dataset,Status,Start Date,End Date,Object Type,Object Details,Selection Criteria,Dimension Mappings
72,2,"      4.3.1 Input ABI Adjustment Data","Input ABI Adjustment Data",71,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Input ABI Adjustment Data}{isparallel = N}","n/a","n/a"
73,3,"         4.3.1.1 Copy Data ABI Missing","Copy ABI Missing Data 1997-2000",72,CALCULATION DEFINITION,N,N,N,"4.3 Process ABI Adjustment","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 1.3  Input ABI}{status = Work in progress}}"," {Industry = *} {Asset = *} {Adjustment Basis = *} {Source = *} {Periodicity = *}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Adjustment Basis-> (Direct) Adjustment Basis}{Source-> (Direct) Source}{Periodicity-> (Direct) Periodicity}"
74,3,"         4.3.1.2 Copy Adjustment A1.2 ABI","Copy A1.2 ABI Adjustment Data",72,CALCULATION DEFINITION,N,N,N,"4.3 Process ABI Adjustment","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 2.3 Input Adjustment ABI A1.2}{status = Work in progress}}"," {Industry = *} {Asset = *} {Adjustment Basis = *} {Source = *} {Periodicity = *}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Adjustment Basis-> (Direct) Adjustment Basis}{Source-> (Direct) Source}{Periodicity-> (Direct) Periodicity}"
75,3,"         t4.3.1.3 Copy QSI quarterly data","Temporarily copy QSI quarterly data from legacy",72,CALCULATION DEFINITION,N,N,N,"4.3 Process ABI Adjustment","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = TEMP Legacy QSI}{status = Work in progress}}"," {QSI Industry = group SUT Bottom level} {QSI Question = AN.121.OTHER, AN.122.OTHER, AN.123.OTHER} {Measure = OUTPUT}","{QSI Industry-> (Direct) Industry}{QSI Question-> (Direct) Asset}{RF-> (Unmapped) Adjustment Basis}{QSI-> (Unmapped) Source}{Q-> (Unmapped) Periodicity}"
76,2,"      4.3.2 Calculate ABI Adjustment","Calculate ABI Adjustment",71,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate ABI Adjustment}{isparallel = N}","n/a","n/a"
77,3,"         4.3.2.1 Agg QSI to Annual","Calculate Annual using Aggregate(Q,A,end)for Group bottom level; group other; RF; QSI",76,CALCULATION DEFINITION,N,N,N,"4.3 Process ABI Adjustment","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = Aggregate ( Q, A, end )}"," {Industry = group Bottom level} {Asset = group Other} {Adjustment Basis = RF} {Source = QSI}","n/a"
78,3,"         4.3.2.2 Agg QSI to Ind TOTAL","Aggregates Industry up to TOTAL:- Asset:group Other; Adjustment: RF; Source:QSI; Periodicity:A",76,CALCULATION DEFINITION,N,N,N,"4.3 Process ABI Adjustment","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = group Other} {Adjustment Basis = RF} {Source = QSI} {Periodicity = A}","n/a"
79,3,"         4.3.2.3 Agg QSI to Asset AN.12","Aggregates Asset up to AN.12:- Industry:TOTAL,group Bottom level; Adjustment:RF; Source:QSI; A",76,CALCULATION DEFINITION,N,N,N,"4.3 Process ABI Adjustment","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = TOTAL, group Bottom level} {Adjustment Basis = RF} {Source = QSI} {Periodicity = A}","n/a"
80,1,"   4.4 Process A5.2 Aggregation","A5.2 Aggregation",47,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = A5.2 Aggregation}{isparallel = N}","n/a","n/a"
81,2,"      4.4.1 Input Adjustment & RP Data","Input Adjustment & RP Data",80,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Input Adjustment & RP Data}{isparallel = N}","n/a","n/a"
82,3,"         4.4.1.1 Copy Adjustment and RP","Copy Adjustments: AQ for Pre SUT; A4.2 for Balanced; A5.2 for Balanced; and RP Data",81,CALCULATION DEFINITION,N,N,N,"4.4 Process Satellite Adjustment","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 2.5 Input Satellite Adjustments}{status = Work in progress}}"," {Industry = *} {Asset = *} {Product = *} {Sector = *} {Price = *} {Adjustment Basis = *} {Seasonal Adjustment = *} {Periodicity = *}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Sector-> (Direct) Sector}{Price-> (Direct) Price}{Adjustment Basis-> (Direct) Adjustment Basis}{Seasonal Adjustment-> (Direct) Seasonal Adjustment}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
83,2,"      4.4.2 Perform Aggregations A5.2","Perform Aggregations A5.2",80,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Perform Aggregations A5.2}{isparallel = N}","n/a","n/a"
84,3,"         4.4.2.1 Agg A5.2 up Industries","Agg A5.2 up Industries",83,CALCULATION DEFINITION,N,N,N,"4.4 Process Satellite Adjustment","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = group Main} {Sector = group Inventories Bottom Level} {Price = CP, CYP, PYP, CVM} {Adjustment Basis = 'A5.2'} {Seasonal Adjustment = NSA, SA} {Periodicity = Q} {Product = TOTAL}","n/a"
85,3,"         4.4.2.2 Agg A5.2 up Asset","Agg A5.2 up Asset",83,CALCULATION DEFINITION,N,N,N,"4.4 Process Satellite Adjustment","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = *} {Sector = group Inventories Bottom Level} {Price = CP, CYP, PYP, CVM} {Adjustment Basis = A5.2} {Seasonal Adjustment = NSA, SA} {Periodicity = Q} {Product = TOTAL}","n/a"
86,3,"         4.4.2.3 Agg A5.2 up Sector","Agg A5.2 up Sect",83,CALCULATION DEFINITION,N,N,N,"4.4 Process Satellite Adjustment","Work in progress", , ,AGGREGATE,"{aggregate dimension = Sector}{top level specification = ST}"," {Industry = *} {Asset = 'AN.12',group Main} {Price = CP, CYP, PYP, CVM} {Adjustment Basis = A5.2} {Seasonal Adjustment = NSA, SA} {Periodicity = Q} {Product = TOTAL}","n/a"
87,1,"   4.5 Process DEFRA Data","DEFRA Task",47,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = DEFRA Task}{isparallel = N}","n/a","n/a"
88,2,"      4.5.1 Input DEFRA Data","DEFRA Data",87,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = DEFRA Data}{isparallel = N}","n/a","n/a"
89,3,"         4.5.1.1 Copy DEFRA Data","Copy DEFRA Data",88,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 1.4 Input DEFRA}{status = Work in progress}}"," {Industry = *} {Asset = *} {Measure = *} {Periodicity = *} {Adjustments = *}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Periodicity-> (Direct) Periodicity}{Adjustments-> (Direct) Adjustments}"
90,2,"      4.5.2 DEFRA Calculations","DEFRA Calculations",87,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = DEFRA Calculations}{isparallel = N}","n/a","n/a"
91,3,"         4.5.2.1 DF Calc AN.121_AN.123 BV","Calculates AN.121_AN.123;BVC;R1.2 using AN.123:BVC:R0/AN.12:pattern:R0 for Industry:01;Periodicity:A",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress",1997, ,FORMULA,"{items to calculate {Asset = AN.121_AN.123} {Measure = BVC} {Adjustments = R1.2}}{formula = AN.123:BVC:R0 / AN.12:pattern:R0}"," {Industry = '01'} {Periodicity = 'A'}","n/a"
92,3,"         4.5.2.2 DF Calc AN.121 BVC","Calc AN.121;BVC;R1.2 using AN.121_AN.123:BVC:R1.2*(1-AN.12:pattern:R0) for Industry:01;Periodicity:A",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress",1997, ,FORMULA,"{items to calculate {Asset = AN.121} {Measure = BVC} {Adjustments = R1.2}}{formula = AN.121_AN.123:BVC:R1.2*(1-AN.12:pattern:R0)}"," {Industry = '01'} {Periodicity = 'A'}","n/a"
93,3,"         4.5.2.3 DF Calc AN.121_AN.123 BV","Calculates AN.121_AN.123;BV;R1.2 using AN.123:BV:R0 / AN.12:pattern:R0 for Industry:01;Periodicity:A",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress",1996,1996,FORMULA,"{items to calculate {Asset = AN.121_AN.123} {Measure = BV} {Adjustments = R1.2}}{formula = AN.123:BV:R0 / AN.12:pattern:R0}"," {Industry = '01'} {Periodicity = 'A'}","n/a"
94,3,"         4.5.2.4 DF Calc AN.121 BV","Calc AN.121;BV;R1.2 using AN.121_AN.123:BV:R1.2*(1-AN.12:pattern:R0) for Industry:01;Periodicity:A",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress",1996,1996,FORMULA,"{items to calculate {Asset = AN.121} {Measure = BV} {Adjustments = R1.2}}{formula = AN.121_AN.123:BV:R1.2*(1-AN.12:pattern:R0)}"," {Industry = '01'} {Periodicity = 'A'}","n/a"
95,3,"         4.5.2.5 DF Create Q4 for 96","Calculates Q using SPREAD(A,Q,END,1996Q4) for Industry:01;Asset:*;Measure:BV; Adjustments:R1.2,R0",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress",1996,1996,FORMULA,"{items to calculate {Periodicity = Q}}{formula = SPREAD(A, Q, END, 1996Q4)}"," {Industry = 01} {Asset = *} {Measure = BV} {Adjustments = R1.2, R0}","n/a"
96,3,"         4.5.2.6 DF Forecast R0 endyear","Calc RF using FORECAST(R0,$endyear) for Industry:01;Asset:AN.122,AN.123;Measure:BVC;Periodicty:A",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress",1997,$endyear,FORMULA,"{items to calculate {Adjustments = RF}}{formula = FORECAST(R0,$endyear)}"," {Industry = '01'} {Asset = AN.122, AN.123} {Measure = BVC} {Periodicity = A}","n/a"
97,3,"         4.5.2.7 DF Forecast R1.2 endyear","Calculates RF using FORECAST(R1.2,$endyear) for Industry:01;Asset:AN.121;Measure:BVC;Periodicity:A",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress",1997,$endyear,FORMULA,"{items to calculate {Adjustments = RF}}{formula = FORECAST(R1.2,$endyear)}"," {Industry = '01'} {Asset = AN.121} {Measure = BVC} {Periodicity = A}","n/a"
98,3,"         4.5.2.8 DF Spline to Q","Calc Q using spline(A,Q,total,$enddate) for Industry:01;Asset:AN.121,AN.122,AN.123;Meas:BVC;Adj:RF",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress", ,$enddate,FORMULA,"{items to calculate {Periodicity = Q}}{formula = spline(A,Q,total,$enddate)}"," {Industry = '01'} {Asset = AN.121, AN.122, AN.123} {Measure = 'BVC'} {Adjustments = 'RF'}","n/a"
99,3,"         4.5.2.9 DF Set BVC to R1.2","Calculates Adjustment:R1.2 using RF for Industry:01;Asset:*;Measure:BVC;Periodicity:A,Q",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress", , ,FORMULA,"{items to calculate {Adjustments = R1.2}}{formula = RF}"," {Industry = 01} {Asset = *} {Measure = BVC} {Periodicity = A, Q}","n/a"
100,3,"         4.5.2.10 DF Set BV to R1.2","Calculates Adjustment:R1.2 using R0 for Industry:01;Asset AN.122,AN.123;Measure:BV;Periodicity:A,Q",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress", , ,FORMULA,"{items to calculate {Adjustments = R1.2}}{formula = R0}"," {Industry = 01} {Asset = 'AN.122','AN.123'} {Measure = BV} {Periodicity = A, Q}","n/a"
101,3,"         4.5.2.11 DF Create BV timeseries","Calc BV using round(cumsum(BVC,value(BV,1996),1996),0) for Industry:01;Asset:*;Period:A;Adj:R1.",90,CALCULATION DEFINITION,N,N,N,"4.5 Process DEFRA Delivery","Work in progress",$firstopenyr, ,FORMULA,"{items to calculate {Measure = BV}}{formula = round(cumsum(BVC, value(BV, 1996), 1996),0)}"," {Industry = 01} {Asset = *} {Periodicity = A} {Adjustments = R1.2}","n/a"
102,1,"   4.6 Process Sector Test","Sector Test",47,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Sector Test}{isparallel = N}","n/a","n/a"
103,2,"      4.6.1 Input Sector Pattern Data","Copy Sector Pattern Data",102,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy Sector Pattern Data}{isparallel = N}","n/a","n/a"
104,3,"         4.6.1.1 Copy Sector Pattern Data","Copy Sector Pattern Data",103,CALCULATION DEFINITION,N,N,N,"4.6 Process Ind Sector Pattern","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 3.1 Input Sector Ind Pattern}{status = Work in progress}}"," {Industry = *} {Sector = *} {Measure = *}","{Industry-> (Direct) Industry}{Sector-> (Direct) Sector}{Measure-> (Direct) Measure}"
105,1,"   4.7 Process SU Qual Adjustment","Quality adjustments for SU balancing",47,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Quality adjustments for SU balancing}{isparallel = N}","n/a","n/a"
106,2,"      4.7.1 Input SU Qual Adjust Data","Input SU Quality Adjustment Data",105,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Input SU Quality Adjustment Data}{isparallel = N}","n/a","n/a"
107,3,"         4.7.1.1 Copy Quality Adjust SU","Copy SU Quality Adjustment",106,CALCULATION DEFINITION,N,N,N,"4.7 Process SU Qual Adjustments","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 2.4 Input Adjustment SU Quality}{status = Work in progress}}"," {Industry = *} {Asset = *} {Product = *} {Price = *} {Adjustment Basis = *}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Price-> (Direct) Price}{Adjustment Basis-> (Direct) Adjustment Basis}"
108,2,"      4.7.2 SU Quality Adjustment Calc","SU Quality Adjustment Calculations",105,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = SU Quality Adjustment Calculations}{isparallel = N}","n/a","n/a"
109,3,"         4.7.2.1 Wip to completed","Wip to completed SU Quality Adjustments",108,CALCULATION DEFINITION,N,N,N,"4.7 Process SU Qual Adjustments","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.7 Process SU Qual Adjustments}{status = Work in progress}}"," {Industry = *} {Asset = *} {Product = *} {Price = *} {Adjustment Basis = *}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Price-> (Direct) Price}{Adjustment Basis-> (Direct) Adjustment Basis}"
110,1,"   4.8 Process Consistency checks","Consistency Checks QSI Non-QSI ABI",47,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Consistency Checks QSI Non-QSI ABI}{isparallel = N}","n/a","n/a"
111,2,"      4.8.1 Consistency Check QSI Ind","Consistency Check QSI Industries",110,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Consistency Check QSI Industries}{isparallel = N}","n/a","n/a"
112,3,"         4.1.3.1 OUTPUT is Positive","Checks Measure as OUTPUT >= 0 for QSI Industry:Group SUT Bottom level; QSI Question:group AN Output",111,CONSISTENCY CHECK DEFINITION,N,N,N,"4.1 Process QSI Industries","Work in progress", , ,FORMULA,"{calculation dimensions  {Measure}}{check {OUTPUT}{>=}{0}}"," {QSI Industry = group SUT Bottom level} {QSI Question = group AN Output}","n/a"
113,2,"      4.8.2 Consistency Check Non-QSI","Consistency Check Non-QSI Industries",110,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Consistency Check Non-QSI Industries}{isparallel = N}","n/a","n/a"
114,3,"         4.2.3.1 OUTPUT is Positive","Checks Measure as OUTPUT >= 0 for Industry: *; Asset *; Periodicity: *",113,CONSISTENCY CHECK DEFINITION,N,N,N,"4.2 Process Non-QSI Industries","Work in progress", , ,FORMULA,"{calculation dimensions  {Measure}}{check {OUTPUT}{>=}{0}}"," {Industry = *} {Asset = *} {Periodicity = *}","n/a"
115,2,"      4.8.3 Consistency Check ABI","Consistency Check ABI",110,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Consistency Check ABI}{isparallel = N}","n/a","n/a"
116,3,"         4.3.3.1 ABI is Positive","Checks Source as ABI >= 0 for Industry: *; Asset *; Adjustment Basis: *; Periodicity: *",115,CONSISTENCY CHECK DEFINITION,N,N,N,"4.3 Process ABI Adjustment","Work in progress", , ,FORMULA,"{calculation dimensions  {Source}}{check {ABI}{>=}{0}}"," {Industry = *} {Asset = *} {Adjustment Basis = *} {Periodicity = *}","n/a"
117,0,"5.0 Output Unbal Inventories","Copies data required by Unbalanced Inventories into the output dataset",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copies data required by Unbalanced Inventories into the output dataset}{isparallel = N}","n/a","n/a"
118,1,"   5.0.1 Delete prev task run data","Delete previous task run data from output dataset for Unbalanced Inventories",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Delete previous task run data from output dataset for Unbalanced Inventories}{isparallel = N}","n/a","n/a"
119,2,"      5.0.1.1 Delete prev task data","Deletes data from previously run task from the Unbalanced Inventories output dataset",118,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,DELETE DATA,"n/a"," {Industry = *} {Product = *} {Asset = *} {Sector = *} {Measure = *} {Source = *} {Adjustment Basis = *} {Price = *} {Periodicity = *}","n/a"
120,1,"   5.1 Copy Unbal Inv data from 4.1","Copy data required by Unbalanced Inventories from 4.1",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 4.1}{isparallel = N}","n/a","n/a"
121,2,"      t5.1.1 Copy BV QSI for Unbal Inv","Temporary copy data from Legacy(QSI) 1/2",120,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = TEMP Legacy QSI}{status = Work in progress}}"," {QSI Industry = group SUT Bottom level exc 45 46 47} {QSI Question = group AN Output} {Measure = OUTPUT}","{QSI Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{QSI Question-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV-> (Unmapped) Measure}{QSI-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Q-> (Unmapped) Periodicity}"
122,2,"      t5.1.2 Copy BV QSI for Unbal Inv","Temporary copy data from Legacy(QSI) 2/2",120,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = TEMP Legacy QSI}{status = Work in progress}}"," {QSI Industry = '45','46','47'} {QSI Question = group AN Output inc AN.125 exc 123.OTH} {Measure = OUTPUT}","{QSI Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{QSI Question-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV-> (Unmapped) Measure}{QSI-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Q-> (Unmapped) Periodicity}"
123,1,"   5.2 Copy Unbal Inv data from 4.2","Copy data required by Unbalanced Inventories from 4.2",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 4.2}{isparallel = N}","n/a","n/a"
124,2,"      5.2.1 Copy BV Other Unbal Inv","Ubal Inv copy BV, Other, Q, Asset group Main, Industry Bottom level from Local (Other)",123,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.2 Process Non-QSI Industries}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = group Main} {Measure = 'OUTPUT'} {Periodicity = 'Q'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV-> (Unmapped) Measure}{Other-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Periodicity-> (Direct) Periodicity}"
125,2,"      5.2.2 Copy BV Other AN123 Unbal","Unbal Inv copy BV, Other, Q, Asset AN.123, Industry 65.1-2, 65.3, 84 from Local (Other)",123,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.2 Process Non-QSI Industries}{status = Work in progress}}"," {Industry = '65.1-2','65.3','84'} {Asset = 'AN.123'} {Measure = 'OUTPUT'} {Periodicity = 'Q'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV-> (Unmapped) Measure}{Other-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Periodicity-> (Direct) Periodicity}"
126,2,"      5.2.3 Copy BV Other AN125 Unbal","Unbal Inv copy BV, Other, Q, Asset AN.125, Industry 46 from Local (Other)",123,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.2 Process Non-QSI Industries}{status = Work in progress}}"," {Industry = '46'} {Asset = 'AN.125'} {Measure = 'OUTPUT'} {Periodicity = 'Q'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV-> (Unmapped) Measure}{Other-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Periodicity-> (Direct) Periodicity}"
127,1,"   5.3 Copy Unbal Inv data from 4.3","Copy data required by Unbalanced Inventories from 4.3",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 4.3}{isparallel = N}","n/a","n/a"
128,2,"      5.3.1 Unbal Inv copy BV.in ABI","Unbl Inv copy BV.in, ABI, A, Asset AN.12, Industry Bottom level, Product TOTAL, 97-00 from (ABI Adj)",127,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.3 Process ABI Adjustment}{status = Work in progress}}"," {Industry = *} {Asset = 'AN.12'} {Adjustment Basis = 'RF'} {Source = 'ABI'} {Periodicity = 'A'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV.in-> (Unmapped) Measure}{Source-> (Direct) Source}{RF.in-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Periodicity-> (Direct) Periodicity}"
129,2,"      5.3.2 Copy BV ABI for Unbal Inv","Ubal copy BV, ABI, A, Asset AN.12, Product TOTAL, Industry adjustments (A1.2) from Local (ABI adj)",127,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.3 Process ABI Adjustment}{status = Work in progress}}"," {Industry = *} {Asset = 'AN.12'} {Adjustment Basis = 'A1.2'} {Source = 'ABI'} {Periodicity = 'A'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV-> (Unmapped) Measure}{Source-> (Direct) Source}{Adjustment Basis-> (Direct) Adjustment Basis}{CP-> (Unmapped) Price}{Periodicity-> (Direct) Periodicity}"
130,1,"   5.4 Copy Unbal Inv data from 4.4","Copy data required by Unbalanced Inventories from 4.4",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 4.4}{isparallel = N}","n/a","n/a"
131,2,"      5.4.1 Copy VPIC CP RP for Unbal","Unbal Inv copy VPIC, CP,RP,Q, Asset Main and Industry Published Bot level from Inv Local(04.00 Adj)",130,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.4 Process Satellite Adjustment}{status = Work in progress}}"," {Industry = group Published Bottom Level} {Asset = group Main} {Sector = 'S1'} {Price = 'CP'} {Adjustment Basis = 'RP'} {Seasonal Adjustment = 'NSA'} {Periodicity = 'Q'} {Product = 'TOTAL'}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{VPIC-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{Adjustment Basis-> (Direct) Adjustment Basis}{Price-> (Direct) Price}{Periodicity-> (Direct) Periodicity}"
132,2,"      5.4.2 copy VPIC CP AQ Unbal","Unbal copy VPIC, CP,AQ,Q, All Asset and Industry from Inventories Local (04.00 Adjustments for Sat)",130,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.4 Process Satellite Adjustment}{status = Work in progress}}"," {Industry = *} {Asset = *} {Sector = 'ST'} {Price = 'CP'} {Adjustment Basis = 'AQ'} {Seasonal Adjustment = 'NSA'} {Periodicity = 'Q'} {Product = 'TOTAL'}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{VPIC-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{Adjustment Basis-> (Direct) Adjustment Basis}{Price-> (Direct) Price}{Periodicity-> (Direct) Periodicity}"
133,1,"   5.5 Copy Unbal Inv data from 4.5","Copy data required by Unbalanced Inventories from 4.5",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 4.5}{isparallel = N}","n/a","n/a"
134,2,"      5.5.1 copy BVC Other for Unbal","Ubal Copy BV, Other, Q, Asset AN.121, AN.122, AN.123, Industry 01 from Local (DEFRA)",133,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.5 Process DEFRA Delivery}{status = Work in progress}}"," {Industry = '01'} {Asset = 'AN.121','AN.122','AN.123'} {Measure = 'BVC'} {Periodicity = 'Q'} {Adjustments = 'R1.2'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{Measure-> (Direct) Measure}{Other-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Periodicity-> (Direct) Periodicity}"
